id,district,pincode,state
652,"YADADRI BHUVANAGIRI",508253,TELANGANA
653,"WARANGAL URBAN",506003,TELANGANA
654,"WEST GODAVARI",534267,"ANDHRA PRADESH"
655,BEGUSARAI,848202,BIHAR
656,BEGUSARAI,851129,BIHAR
657,BEGUSARAI,851130,BIHAR
658,KHAGARIA,851203,BIHAR
659,KHAGARIA,851205,BIHAR
660,MEDAK,502303,TELANGANA
661,KHAGARIA,851212,BIHAR
662,KHAGARIA,851215,BIHAR
663,KHAGARIA,851216,BIHAR
664,KHAGARIA,848203,BIHAR
665,KHAGARIA,851206,BIHAR
666,KHAGARIA,852129,BIHAR
667,BEGUSARAI,851131,BIHAR
668,BEGUSARAI,851117,BIHAR
669,BEGUSARAI,851217,BIHAR
670,BEGUSARAI,851132,BIHAR
671,BEGUSARAI,851218,BIHAR
672,BEGUSARAI,851133,BIHAR
673,BEGUSARAI,851134,BIHAR
674,MADHEPURA,852219,BIHAR
675,MADHEPURA,852128,BIHAR
676,MADHEPURA,852132,BIHAR
677,SUPAUL,852130,BIHAR
678,SUPAUL,852131,BIHAR
679,"WEST GODAVARI",534222,"ANDHRA PRADESH"
680,"WEST GODAVARI",534004,"ANDHRA PRADESH"
681,"WEST GODAVARI",534425,"ANDHRA PRADESH"
682,"WEST GODAVARI",534448,"ANDHRA PRADESH"
683,SAHARSA,852126,BIHAR
684,SAHARSA,852127,BIHAR
685,"MEDCHAL MALKAJGIRI",500090,TELANGANA
686,"SPSR NELLORE",524405,"ANDHRA PRADESH"
687,ANANTAPUR,515741,"ANDHRA PRADESH"
688,SRIKAKULAM,532148,"ANDHRA PRADESH"
689,SAHARSA,852221,BIHAR
690,SRIKAKULAM,532455,"ANDHRA PRADESH"
691,SRIKAKULAM,532457,"ANDHRA PRADESH"
692,KURNOOL,518196,"ANDHRA PRADESH"
693,KURNOOL,518543,"ANDHRA PRADESH"
694,KURNOOL,518124,"ANDHRA PRADESH"
695,KURNOOL,518523,"ANDHRA PRADESH"
696,KURNOOL,518553,"ANDHRA PRADESH"
697,GARHWA,822124,JHARKHAND
698,GARHWA,822134,JHARKHAND
699,"EAST GODAVARI",533007,"ANDHRA PRADESH"
700,CHITTOOR,517505,"ANDHRA PRADESH"
701,NALGONDA,508245,TELANGANA
702,NALGONDA,508244,TELANGANA
703,NALGONDA,508373,TELANGANA
704,NALGONDA,508254,TELANGANA
705,NALGONDA,508266,TELANGANA
706,NALGONDA,508002,TELANGANA
707,NALGONDA,508256,TELANGANA
708,NIZAMABAD,503217,TELANGANA
709,"RANGA REDDY",500075,TELANGANA
710,"RANGA REDDY",500089,TELANGANA
711,NIZAMABAD,999999,TELANGANA
712,"WEST GODAVARI",534406,"ANDHRA PRADESH"
713,"WEST GODAVARI",534460,"ANDHRA PRADESH"
714,"WEST GODAVARI",534462,"ANDHRA PRADESH"
715,"WEST GODAVARI",534426,"ANDHRA PRADESH"
716,"WEST GODAVARI",534455,"ANDHRA PRADESH"
717,"WEST GODAVARI",534456,"ANDHRA PRADESH"
718,"WEST GODAVARI",534449,"ANDHRA PRADESH"
719,"WEST GODAVARI",534311,"ANDHRA PRADESH"
720,"WEST GODAVARI",534312,"ANDHRA PRADESH"
721,"WEST GODAVARI",534475,"ANDHRA PRADESH"
722,"WEST GODAVARI",534451,"ANDHRA PRADESH"
723,CHIRANG,783385,ASSAM
724,SRIKAKULAM,532187,"ANDHRA PRADESH"
725,"EAST GODAVARI",533440,"ANDHRA PRADESH"
726,KURNOOL,518583,"ANDHRA PRADESH"
727,KURNOOL,518593,"ANDHRA PRADESH"
728,PRAKASAM,523331,"ANDHRA PRADESH"
729,JAJAPUR,755025,ODISHA
730,JAJAPUR,755004,ODISHA
731,JAJAPUR,755005,ODISHA
732,JAJAPUR,755062,ODISHA
733,JAJAPUR,755026,ODISHA
734,SAMASTIPUR,848506,BIHAR
735,SAMASTIPUR,848216,BIHAR
736,SAMASTIPUR,848113,BIHAR
737,SAMASTIPUR,848207,BIHAR
738,BHOJPUR,802163,BIHAR
739,JAJAPUR,755007,ODISHA
740,JAJAPUR,755008,ODISHA
741,JAJAPUR,755024,ODISHA
742,JAJAPUR,755019,ODISHA
743,JAJAPUR,755023,ODISHA
744,CUTTACK,753004,ODISHA
745,CUTTACK,754131,ODISHA
746,CUTTACK,754021,ODISHA
747,CUTTACK,754130,ODISHA
748,BHADRAK,755006,ODISHA
749,JAJAPUR,755009,ODISHA
750,PRAKASAM,523346,"ANDHRA PRADESH"
751,PRAKASAM,523328,"ANDHRA PRADESH"
752,PRAKASAM,523368,"ANDHRA PRADESH"
753,PRAKASAM,523369,"ANDHRA PRADESH"
754,MAHESANA,384440,GUJARAT
755,"WARANGAL URBAN",506310,TELANGANA
756,"WARANGAL RURAL",506314,TELANGANA
757,"WARANGAL URBAN",506166,TELANGANA
758,"KUMURAM BHEEM ASIFABAD",504299,TELANGANA
759,MAHABUBABAD,506317,TELANGANA
760,"WARANGAL URBAN",506008,TELANGANA
761,MAHABUBABAD,506163,TELANGANA
762,DARBHANGA,846004,BIHAR
763,"BANAS KANTHA",385320,GUJARAT
764,"SABAR KANTHA",383030,GUJARAT
765,"BANAS KANTHA",385505,GUJARAT
766,"BANAS KANTHA",385535,GUJARAT
767,BILASPUR,495220,CHHATTISGARH
768,MAHABUBABAD,506318,TELANGANA
769,Y.S.R.,516104,"ANDHRA PRADESH"
770,CHITTOOR,517129,"ANDHRA PRADESH"
771,Biswanath,784175,ASSAM
772,CACHAR,788815,ASSAM
773,JAMTARA,815352,JHARKHAND
774,KURNOOL,518302,"ANDHRA PRADESH"
775,KURNOOL,518395,"ANDHRA PRADESH"
776,KURNOOL,518347,"ANDHRA PRADESH"
777,KURNOOL,518348,"ANDHRA PRADESH"
778,KURNOOL,518333,"ANDHRA PRADESH"
779,KURNOOL,518346,"ANDHRA PRADESH"
780,KURNOOL,518308,"ANDHRA PRADESH"
781,KURNOOL,518350,"ANDHRA PRADESH"
782,KURNOOL,518344,"ANDHRA PRADESH"
783,KURNOOL,518313,"ANDHRA PRADESH"
784,KURNOOL,518345,"ANDHRA PRADESH"
785,KURNOOL,518343,"ANDHRA PRADESH"
786,KURNOOL,518396,"ANDHRA PRADESH"
787,KURNOOL,518380,"ANDHRA PRADESH"
788,KURNOOL,518323,"ANDHRA PRADESH"
789,CHITTOOR,517415,"ANDHRA PRADESH"
790,CHITTOOR,517416,"ANDHRA PRADESH"
791,CHITTOOR,517004,"ANDHRA PRADESH"
792,CHITTOOR,517002,"ANDHRA PRADESH"
793,CHITTOOR,517125,"ANDHRA PRADESH"
794,"WARANGAL RURAL",506313,TELANGANA
795,"YADADRI BHUVANAGIRI",508223,TELANGANA
796,JANGOAN,506316,TELANGANA
797,ANUGUL,759101,ODISHA
798,JANGOAN,506222,TELANGANA
799,"WARANGAL URBAN",506005,TELANGANA
800,"WARANGAL RURAL",506333,TELANGANA
801,MAHABUBNAGAR,509382,TELANGANA
802,Narayanpet,509407,TELANGANA
803,MAHABUBNAGAR,509204,TELANGANA
804,Narayanpet,509205,TELANGANA
805,MAHABUBNAGAR,509334,TELANGANA
806,Narayanpet,509350,TELANGANA
807,MAHABUBNAGAR,509002,TELANGANA
808,Narayanpet,509353,TELANGANA
809,Narayanpet,509371,TELANGANA
810,Narayanpet,509339,TELANGANA
811,Narayanpet,509352,TELANGANA
812,SURYAPET,508214,TELANGANA
813,"WEST GODAVARI",534461,"ANDHRA PRADESH"
814,"WEST GODAVARI",534401,"ANDHRA PRADESH"
815,"WEST GODAVARI",534452,"ANDHRA PRADESH"
816,KHAGARIA,851202,BIHAR
817,PRAKASAM,523370,"ANDHRA PRADESH"
818,PRAKASAM,523332,"ANDHRA PRADESH"
819,PRAKASAM,523371,"ANDHRA PRADESH"
820,PRAKASAM,523372,"ANDHRA PRADESH"
821,PRAKASAM,523320,"ANDHRA PRADESH"
822,PRAKASAM,523326,"ANDHRA PRADESH"
823,PRAKASAM,523329,"ANDHRA PRADESH"
824,KURNOOL,518135,"ANDHRA PRADESH"
825,BHOJPUR,802160,BIHAR
826,BHOJPUR,802161,BIHAR
827,"JAYASHANKAR BHUPALAPALLY",505503,TELANGANA
828,CUTTACK,754035,ODISHA
829,CUTTACK,754201,ODISHA
830,CUTTACK,754030,ODISHA
831,KURNOOL,518674,"ANDHRA PRADESH"
832,KURNOOL,518134,"ANDHRA PRADESH"
833,KURNOOL,518123,"ANDHRA PRADESH"
834,VISAKHAPATANAM,531118,"ANDHRA PRADESH"
835,CHITTOOR,517643,"ANDHRA PRADESH"
836,"EAST GODAVARI",533464,"ANDHRA PRADESH"
837,"EAST GODAVARI",533430,"ANDHRA PRADESH"
838,GARHWA,822125,JHARKHAND
839,CHITTOOR,517589,"ANDHRA PRADESH"
840,CHITTOOR,517590,"ANDHRA PRADESH"
841,CHITTOOR,517591,"ANDHRA PRADESH"
842,CHITTOOR,517620,"ANDHRA PRADESH"
843,VIZIANAGARAM,535593,"ANDHRA PRADESH"
844,SRIKAKULAM,535125,"ANDHRA PRADESH"
845,VIZIANAGARAM,535568,"ANDHRA PRADESH"
846,VIZIANAGARAM,535579,"ANDHRA PRADESH"
847,VIZIANAGARAM,535591,"ANDHRA PRADESH"
848,VIZIANAGARAM,535128,"ANDHRA PRADESH"
849,VIZIANAGARAM,535003,"ANDHRA PRADESH"
850,VIZIANAGARAM,535546,"ANDHRA PRADESH"
851,VIZIANAGARAM,535101,"ANDHRA PRADESH"
852,SURYAPET,508206,TELANGANA
853,SURYAPET,508233,TELANGANA
854,SURYAPET,508221,TELANGANA
855,SURYAPET,508279,TELANGANA
856,SURYAPET,508212,TELANGANA
857,SURYAPET,508280,TELANGANA
858,JHUNJHUNU,333010,RAJASTHAN
859,"YADADRI BHUVANAGIRI",508277,TELANGANA
860,"YADADRI BHUVANAGIRI",508284,TELANGANA
861,"PASHCHIM CHAMPARAN",845307,BIHAR
862,GAYA,824219,BIHAR
863,GAYA,824116,BIHAR
864,GAYA,824217,BIHAR
865,GAYA,824201,BIHAR
866,AURANGABAD,824111,BIHAR
867,JHARSUGUDA,768204,ODISHA
868,"SPSR NELLORE",524321,"ANDHRA PRADESH"
869,"SPSR NELLORE",524407,"ANDHRA PRADESH"
870,"SPSR NELLORE",524401,"ANDHRA PRADESH"
871,"SPSR NELLORE",524415,"ANDHRA PRADESH"
872,"SPSR NELLORE",524320,"ANDHRA PRADESH"
873,"SPSR NELLORE",524132,"ANDHRA PRADESH"
874,"SPSR NELLORE",524413,"ANDHRA PRADESH"
875,"SPSR NELLORE",524309,"ANDHRA PRADESH"
876,"SPSR NELLORE",524402,"ANDHRA PRADESH"
877,CHITTOOR,517130,"ANDHRA PRADESH"
878,CHITTOOR,517128,"ANDHRA PRADESH"
879,CHITTOOR,517131,"ANDHRA PRADESH"
880,CHITTOOR,517432,"ANDHRA PRADESH"
881,GODDA,814165,JHARKHAND
882,GODDA,814154,JHARKHAND
883,Y.S.R.,516004,"ANDHRA PRADESH"
884,HAILAKANDI,788164,ASSAM
885,HAILAKANDI,788168,ASSAM
886,CHITTOOR,517640,"ANDHRA PRADESH"
887,CHITTOOR,517586,"ANDHRA PRADESH"
888,CHITTOOR,517642,"ANDHRA PRADESH"
889,CHITTOOR,517587,"ANDHRA PRADESH"
890,CHITTOOR,517583,"ANDHRA PRADESH"
891,CHITTOOR,517588,"ANDHRA PRADESH"
892,CHITTOOR,517571,"ANDHRA PRADESH"
893,CHITTOOR,517641,"ANDHRA PRADESH"
894,CHITTOOR,517541,"ANDHRA PRADESH"
895,CHITTOOR,517584,"ANDHRA PRADESH"
896,CHITTOOR,517619,"ANDHRA PRADESH"
897,CHITTOOR,517561,"ANDHRA PRADESH"
898,CHITTOOR,517569,"ANDHRA PRADESH"
899,JAJAPUR,755010,ODISHA
900,"SPSR NELLORE",524347,"ANDHRA PRADESH"
901,"WARANGAL URBAN",506002,TELANGANA
902,ANANTAPUR,515291,"ANDHRA PRADESH"
903,ANANTAPUR,515261,"ANDHRA PRADESH"
904,ANANTAPUR,515124,"ANDHRA PRADESH"
905,ANANTAPUR,515110,"ANDHRA PRADESH"
906,ANANTAPUR,515305,"ANDHRA PRADESH"
907,ANANTAPUR,515123,"ANDHRA PRADESH"
908,ANANTAPUR,515122,"ANDHRA PRADESH"
909,DHUBRI,783330,ASSAM
910,"EAST GODAVARI",533223,"ANDHRA PRADESH"
911,"EAST GODAVARI",533254,"ANDHRA PRADESH"
912,"WEST GODAVARI",534245,"ANDHRA PRADESH"
913,"WEST GODAVARI",534126,"ANDHRA PRADESH"
914,"WEST GODAVARI",534123,"ANDHRA PRADESH"
915,"WEST GODAVARI",534266,"ANDHRA PRADESH"
916,"WEST GODAVARI",534268,"ANDHRA PRADESH"
917,"WEST GODAVARI",534265,"ANDHRA PRADESH"
918,"WEST GODAVARI",534338,"ANDHRA PRADESH"
919,"WEST GODAVARI",534250,"ANDHRA PRADESH"
920,"WEST GODAVARI",534281,"ANDHRA PRADESH"
921,"WEST GODAVARI",534275,"ANDHRA PRADESH"
922,Mulugu,506165,TELANGANA
923,"WARANGAL RURAL",506349,TELANGANA
924,"YADADRI BHUVANAGIRI",508112,TELANGANA
925,"YADADRI BHUVANAGIRI",508286,TELANGANA
926,"YADADRI BHUVANAGIRI",508115,TELANGANA
927,"YADADRI BHUVANAGIRI",508252,TELANGANA
928,"JAYASHANKAR BHUPALAPALLY",506169,TELANGANA
929,GANDHINAGAR,382315,GUJARAT
930,"JAYASHANKAR BHUPALAPALLY",506356,TELANGANA
931,"JAYASHANKAR BHUPALAPALLY",506345,TELANGANA
932,Nirmal,504106,TELANGANA
933,"WEST GODAVARI",534209,"ANDHRA PRADESH"
934,"EAST GODAVARI",533297,"ANDHRA PRADESH"
935,"EAST GODAVARI",533296,"ANDHRA PRADESH"
936,"EAST GODAVARI",533354,"ANDHRA PRADESH"
937,"EAST GODAVARI",533353,"ANDHRA PRADESH"
938,BEGUSARAI,851126,BIHAR
939,"WEST GODAVARI",534467,"ANDHRA PRADESH"
940,"WARANGAL RURAL",506331,TELANGANA
941,VIKARABAD,509338,TELANGANA
942,NALGONDA,508205,TELANGANA
943,LAKHIMPUR,787023,ASSAM
944,LAKHIMPUR,787052,ASSAM
945,LAKHIMPUR,787056,ASSAM
946,PRAKASAM,523166,"ANDHRA PRADESH"
947,PRAKASAM,523168,"ANDHRA PRADESH"
948,HYDERABAD,500064,TELANGANA
949,"SPSR NELLORE",524127,"ANDHRA PRADESH"
950,PRAKASAM,523101,"ANDHRA PRADESH"
951,PRAKASAM,523274,"ANDHRA PRADESH"
952,PRAKASAM,523292,"ANDHRA PRADESH"
953,PRAKASAM,523279,"ANDHRA PRADESH"
954,PRAKASAM,523116,"ANDHRA PRADESH"
955,PRAKASAM,523272,"ANDHRA PRADESH"
956,PRAKASAM,523104,"ANDHRA PRADESH"
957,PRAKASAM,523110,"ANDHRA PRADESH"
958,PRAKASAM,523112,"ANDHRA PRADESH"
959,PRAKASAM,523247,"ANDHRA PRADESH"
960,PRAKASAM,523246,"ANDHRA PRADESH"
961,PRAKASAM,523227,"ANDHRA PRADESH"
962,"WEST GODAVARI",534280,"ANDHRA PRADESH"
963,"WEST GODAVARI",534217,"ANDHRA PRADESH"
964,"WEST GODAVARI",534330,"ANDHRA PRADESH"
965,"WEST GODAVARI",534218,"ANDHRA PRADESH"
966,"WEST GODAVARI",534227,"ANDHRA PRADESH"
967,"WEST GODAVARI",534320,"ANDHRA PRADESH"
968,"WEST GODAVARI",534328,"ANDHRA PRADESH"
969,"WEST GODAVARI",534324,"ANDHRA PRADESH"
970,SUPAUL,852137,BIHAR
971,SUPAUL,852138,BIHAR
972,SUPAUL,852139,BIHAR
973,MADHEPURA,852220,BIHAR
974,PRAKASAM,523241,"ANDHRA PRADESH"
975,PRAKASAM,523304,"ANDHRA PRADESH"
976,PRAKASAM,523223,"ANDHRA PRADESH"
977,PRAKASAM,523265,"ANDHRA PRADESH"
978,"SPSR NELLORE",524404,"ANDHRA PRADESH"
979,"SPSR NELLORE",524341,"ANDHRA PRADESH"
980,"SPSR NELLORE",524406,"ANDHRA PRADESH"
981,"SPSR NELLORE",524412,"ANDHRA PRADESH"
982,NALGONDA,508211,TELANGANA
983,NALGONDA,508210,TELANGANA
984,JAJAPUR,755028,ODISHA
985,JAJAPUR,755022,ODISHA
986,JAJAPUR,755011,ODISHA
987,JAJAPUR,755012,ODISHA
988,KENDRAPARA,754246,ODISHA
989,KENDRAPARA,754224,ODISHA
990,KENDRAPARA,754213,ODISHA
991,KENDRAPARA,754231,ODISHA
992,KENDRAPARA,754227,ODISHA
993,KENDRAPARA,754215,ODISHA
994,KENDRAPARA,755061,ODISHA
995,MAHABUBNAGAR,509202,TELANGANA
996,PURI,752001,ODISHA
997,LUCKNOW,226001,"UTTAR PRADESH"
998,"RANGA REDDY",509321,TELANGANA
999,"WEST GODAVARI",534444,"ANDHRA PRADESH"
1000,"WEST GODAVARI",534244,"ANDHRA PRADESH"
1001,"WEST GODAVARI",534236,"ANDHRA PRADESH"
1002,NALGONDA,508255,TELANGANA
1003,"YADADRI BHUVANAGIRI",508105,TELANGANA
1004,"YADADRI BHUVANAGIRI",508113,TELANGANA
1005,"YADADRI BHUVANAGIRI",508285,TELANGANA
1006,SIDDIPET,506367,TELANGANA
1007,"JOGULAMBA GADWAL",509133,TELANGANA
1008,"JOGULAMBA GADWAL",509128,TELANGANA
1009,"JOGULAMBA GADWAL",509132,TELANGANA
1010,"JOGULAMBA GADWAL",509126,TELANGANA
1011,"JOGULAMBA GADWAL",509153,TELANGANA
1012,SANGAREDDY,502221,TELANGANA
1013,SIDDIPET,502278,TELANGANA
1014,SIDDIPET,502267,TELANGANA
1015,HAILAKANDI,788738,ASSAM
1016,DEOGHAR,815357,JHARKHAND
1017,HAILAKANDI,788160,ASSAM
1018,"SPSR NELLORE",524134,"ANDHRA PRADESH"
1019,"SPSR NELLORE",524414,"ANDHRA PRADESH"
1020,"SPSR NELLORE",524131,"ANDHRA PRADESH"
1021,"SPSR NELLORE",524410,"ANDHRA PRADESH"
1022,"SPSR NELLORE",524409,"ANDHRA PRADESH"
1023,"SPSR NELLORE",524343,"ANDHRA PRADESH"
1024,"SPSR NELLORE",524203,"ANDHRA PRADESH"
1025,"SPSR NELLORE",524201,"ANDHRA PRADESH"
1026,"RANGA REDDY",500030,TELANGANA
1027,PRAKASAM,523135,"ANDHRA PRADESH"
1028,PRAKASAM,523165,"ANDHRA PRADESH"
1029,PRAKASAM,523187,"ANDHRA PRADESH"
1030,PURI,752004,ODISHA
1031,LATEHAR,822111,JHARKHAND
1032,"EAST GODAVARI",533451,"ANDHRA PRADESH"
1033,NALGONDA,508250,TELANGANA
1034,NALGONDA,508114,TELANGANA
1035,NALGONDA,508248,TELANGANA
1036,"WEST GODAVARI",534146,"ANDHRA PRADESH"
1037,GUNTUR,522409,"ANDHRA PRADESH"
1038,BANKA,813101,BIHAR
1039,GUNTUR,522015,"ANDHRA PRADESH"
1040,GUNTUR,522017,"ANDHRA PRADESH"
1041,GUNTUR,522005,"ANDHRA PRADESH"
1042,GUNTUR,522235,"ANDHRA PRADESH"
1043,GUNTUR,522019,"ANDHRA PRADESH"
1044,GUNTUR,522020,"ANDHRA PRADESH"
1045,GUNTUR,522502,"ANDHRA PRADESH"
1046,GUNTUR,522016,"ANDHRA PRADESH"
1047,GUNTUR,522508,"ANDHRA PRADESH"
1048,GUNTUR,522303,"ANDHRA PRADESH"
1049,GUNTUR,522509,"ANDHRA PRADESH"
1050,GUNTUR,522305,"ANDHRA PRADESH"
1051,GUNTUR,522240,"ANDHRA PRADESH"
1052,GUNTUR,522659,"ANDHRA PRADESH"
1053,GUNTUR,522663,"ANDHRA PRADESH"
1054,GUNTUR,522616,"ANDHRA PRADESH"
1055,GUNTUR,522612,"ANDHRA PRADESH"
1056,GUNTUR,522233,"ANDHRA PRADESH"
1057,"WEST GODAVARI",534316,"ANDHRA PRADESH"
1058,GUNTUR,522302,"ANDHRA PRADESH"
1059,GUNTUR,522018,"ANDHRA PRADESH"
1060,GUNTUR,522410,"ANDHRA PRADESH"
1061,GUNTUR,522435,"ANDHRA PRADESH"
1062,GUNTUR,522426,"ANDHRA PRADESH"
1063,GUNTUR,522438,"ANDHRA PRADESH"
1064,GUNTUR,522408,"ANDHRA PRADESH"
1065,GOPALGANJ,841420,BIHAR
1066,GOPALGANJ,841423,BIHAR
1067,GODDA,814160,JHARKHAND
1068,GODDA,814147,JHARKHAND
1069,GODDA,814153,JHARKHAND
1070,DUMKA,814151,JHARKHAND
1071,NALBARI,781335,ASSAM
1072,GODDA,814156,JHARKHAND
1073,"WEST GODAVARI",534450,"ANDHRA PRADESH"
1074,"WEST GODAVARI",534435,"ANDHRA PRADESH"
1075,Nirmal,504202,TELANGANA
1076,Nirmal,504105,TELANGANA
1077,GANDHINAGAR,382122,GUJARAT
1078,Nirmal,504101,TELANGANA
1079,Nirmal,504103,TELANGANA
1080,Nirmal,504110,TELANGANA
1081,Nirmal,504306,TELANGANA
1082,Nirmal,504109,TELANGANA
1083,Nirmal,504310,TELANGANA
1084,NALGONDA,508258,TELANGANA
1085,NALGONDA,508257,TELANGANA
1086,NALGONDA,508377,TELANGANA
1087,NALGONDA,508202,TELANGANA
1088,NALGONDA,508243,TELANGANA
1089,"EAST GODAVARI",533228,"ANDHRA PRADESH"
1090,"EAST GODAVARI",533218,"ANDHRA PRADESH"
1091,"BANAS KANTHA",385421,GUJARAT
1092,KAPURTHALA,144402,PUNJAB
1093,DARBHANGA,847201,BIHAR
1094,GOALPARA,783124,ASSAM
1095,ADILABAD,504323,TELANGANA
1096,ADILABAD,504311,TELANGANA
1097,ADILABAD,504312,TELANGANA
1098,"KUMURAM BHEEM ASIFABAD",504293,TELANGANA
1099,DARBHANGA,847103,BIHAR
1100,SEONI,480997,"MADHYA PRADESH"
1101,KRISHNA,521225,"ANDHRA PRADESH"
1102,VILLUPURAM,605403,"TAMIL NADU"
1103,ALIGARH,202001,"UTTAR PRADESH"
1104,KRISHNA,521235,"ANDHRA PRADESH"
1105,KRISHNA,521110,"ANDHRA PRADESH"
1106,KRISHNA,521185,"ANDHRA PRADESH"
1107,GUNTUR,522436,"ANDHRA PRADESH"
1108,GUNTUR,522402,"ANDHRA PRADESH"
1109,GUNTUR,522413,"ANDHRA PRADESH"
1110,GUNTUR,522412,"ANDHRA PRADESH"
1111,GUNTUR,522421,"ANDHRA PRADESH"
1112,GUNTUR,522613,"ANDHRA PRADESH"
1113,MANCHERIAL,504251,TELANGANA
1114,Nirmal,504102,TELANGANA
1115,Nirmal,504203,TELANGANA
1116,Nirmal,504104,TELANGANA
1117,KHAMMAM,507167,TELANGANA
1118,KHAMMAM,507170,TELANGANA
1119,KHAMMAM,507305,TELANGANA
1120,KHAMMAM,507163,TELANGANA
1121,KHAMMAM,507318,TELANGANA
1122,KHAMMAM,507165,TELANGANA
1123,KRISHNA,521260,"ANDHRA PRADESH"
1124,KRISHNA,521330,"ANDHRA PRADESH"
1125,KRISHNA,521324,"ANDHRA PRADESH"
1126,KARIMNAGAR,505530,TELANGANA
1127,LUCKNOW,226003,"UTTAR PRADESH"
1128,"RAJANNA SIRCILLA",505303,TELANGANA
1129,"RAJANNA SIRCILLA",505403,TELANGANA
1130,"RAJANNA SIRCILLA",505404,TELANGANA
1131,"RAJANNA SIRCILLA",505305,TELANGANA
1132,"RAJANNA SIRCILLA",505307,TELANGANA
1133,"RAJANNA SIRCILLA",505301,TELANGANA
1134,PAKUR,814111,JHARKHAND
1135,KENDRAPARA,754220,ODISHA
1136,KRISHNA,521004,"ANDHRA PRADESH"
1137,JHANSI,284001,"UTTAR PRADESH"
1138,KRISHNA,521366,"ANDHRA PRADESH"
1139,JAMUI,811301,BIHAR
1140,JAMUI,811303,BIHAR
1141,JAMTARA,815355,JHARKHAND
1142,CACHAR,788120,ASSAM
1143,JAMTARA,815359,JHARKHAND
1144,JAMTARA,815354,JHARKHAND
1145,SAMASTIPUR,848114,BIHAR
1146,KENDRAPARA,754225,ODISHA
1147,KENDRAPARA,754212,ODISHA
1148,KENDRAPARA,754250,ODISHA
1149,SIDDIPET,505467,TELANGANA
1150,KARIMNAGAR,505469,TELANGANA
1151,PRAKASAM,523291,"ANDHRA PRADESH"
1152,"PASHCHIM CHAMPARAN",845107,BIHAR
1153,GOPALGANJ,841440,BIHAR
1154,GOPALGANJ,841416,BIHAR
1155,"PASHCHIM CHAMPARAN",845101,BIHAR
1156,"PASHCHIM CHAMPARAN",845438,BIHAR
1157,ARWAL,804401,BIHAR
1158,"WEST GODAVARI",534122,"ANDHRA PRADESH"
1159,"WEST GODAVARI",534327,"ANDHRA PRADESH"
1160,"WEST GODAVARI",534230,"ANDHRA PRADESH"
1161,PURI,752119,ODISHA
1162,PURI,752107,ODISHA
1163,PURI,752106,ODISHA
1164,PURI,752104,ODISHA
1165,Jagitial,505306,TELANGANA
1166,KRISHNA,521320,"ANDHRA PRADESH"
1167,DHARMAPURI,636705,"TAMIL NADU"
1168,JEHANABAD,804432,BIHAR
1169,JEHANABAD,804405,BIHAR
1170,ADILABAD,504304,TELANGANA
1171,ADILABAD,504002,TELANGANA
1172,ADILABAD,504307,TELANGANA
1173,CUTTACK,754200,ODISHA
1174,SIWAN,841231,BIHAR
1175,SIWAN,841227,BIHAR
1176,SIWAN,841434,BIHAR
1177,SIWAN,841435,BIHAR
1178,SIWAN,841236,BIHAR
1179,SIWAN,841238,BIHAR
1180,SIWAN,841240,BIHAR
1181,SIWAN,841239,BIHAR
1182,SIWAN,841507,BIHAR
1183,SIWAN,841439,BIHAR
1184,SIWAN,841241,BIHAR
1185,SIWAN,841504,BIHAR
1186,SIWAN,841243,BIHAR
1187,SIWAN,841226,BIHAR
1188,SIWAN,841244,BIHAR
1189,SIWAN,841506,BIHAR
1190,GUNTUR,522034,"ANDHRA PRADESH"
1191,GUNTUR,522112,"ANDHRA PRADESH"
1192,GUNTUR,522619,"ANDHRA PRADESH"
1193,"SPSR NELLORE",524342,"ANDHRA PRADESH"
1194,DARBHANGA,847428,BIHAR
1195,CACHAR,788101,ASSAM
1196,CACHAR,788126,ASSAM
1197,CACHAR,788111,ASSAM
1198,CACHAR,788114,ASSAM
1199,CACHAR,788106,ASSAM
1200,CACHAR,788123,ASSAM
1201,CACHAR,788110,ASSAM
1202,"RANGA REDDY",500052,TELANGANA
1203,"RANGA REDDY",500079,TELANGANA
1204,PRAKASAM,523230,"ANDHRA PRADESH"
1205,PRAKASAM,523253,"ANDHRA PRADESH"
1206,PRAKASAM,523224,"ANDHRA PRADESH"
1207,"JOGULAMBA GADWAL",509129,TELANGANA
1208,KHORDHA,751002,ODISHA
1209,ADILABAD,504308,TELANGANA
1210,ADILABAD,504309,TELANGANA
1211,ADILABAD,504346,TELANGANA
1212,"KUMURAM BHEEM ASIFABAD",504313,TELANGANA
1213,GAYA,824236,BIHAR
1214,GAYA,804435,BIHAR
1215,ARWAL,804402,BIHAR
1216,ARWAL,804419,BIHAR
1217,ARWAL,804421,BIHAR
1218,ARWAL,804423,BIHAR
1219,ARWAL,804426,BIHAR
1220,ARWAL,804428,BIHAR
1221,JEHANABAD,804406,BIHAR
1222,JEHANABAD,804417,BIHAR
1223,JEHANABAD,804418,BIHAR
1224,JEHANABAD,804420,BIHAR
1225,SUPAUL,852108,BIHAR
1226,SUPAUL,852109,BIHAR
1227,SUPAUL,852110,BIHAR
1228,MADHEPURA,852115,BIHAR
1229,JEHANABAD,804422,BIHAR
1230,JEHANABAD,804429,BIHAR
1231,JEHANABAD,804424,BIHAR
1232,JEHANABAD,804425,BIHAR
1233,JEHANABAD,804427,BIHAR
1234,BASTAR,494001,CHHATTISGARH
