id,district,pincode,state
17164,BHARUCH,393017,GUJARAT
17165,ANAND,388310,GUJARAT
17166,KHEDA,387315,GUJARAT
17167,VIRUDHUNAGAR,626612,"TAMIL NADU"
17168,VIRUDHUNAGAR,626139,"TAMIL NADU"
17169,VIRUDHUNAGAR,626136,"TAMIL NADU"
17170,VIRUDHUNAGAR,626121,"TAMIL NADU"
17171,VIRUDHUNAGAR,626142,"TAMIL NADU"
17172,VIRUDHUNAGAR,626132,"TAMIL NADU"
17173,TUTICORIN,628252,"TAMIL NADU"
17174,TUTICORIN,628251,"TAMIL NADU"
17175,TUTICORIN,628104,"TAMIL NADU"
17176,TUTICORIN,628105,"TAMIL NADU"
17177,JODHPUR,342003,RAJASTHAN
17178,CHENNAI,600013,"TAMIL NADU"
17179,CHENNAI,600081,"TAMIL NADU"
17180,CHENNAI,600021,"TAMIL NADU"
17181,ETAH,207001,"UTTAR PRADESH"
17182,CHENNAI,600093,"TAMIL NADU"
17183,NADIA,741254,"WEST BENGAL"
17184,JAIPUR,303329,RAJASTHAN
17185,CHENNAI,600102,"TAMIL NADU"
17186,CHENNAI,600101,"TAMIL NADU"
17187,CHENNAI,600023,"TAMIL NADU"
17188,CHENNAI,600031,"TAMIL NADU"
17189,CHENNAI,600106,"TAMIL NADU"
17190,CHENNAI,600012,"TAMIL NADU"
17191,CHENNAI,600030,"TAMIL NADU"
17192,CHENNAI,600039,"TAMIL NADU"
17193,CHENNAI,600020,"TAMIL NADU"
17194,CHENNAI,600083,"TAMIL NADU"
17195,CHENNAI,600036,"TAMIL NADU"
17196,CHENNAI,600078,"TAMIL NADU"
17197,CHENNAI,600061,"TAMIL NADU"
17198,RAJKOT,360007,GUJARAT
17199,MORBI,363623,GUJARAT
17200,TIRUNELVELI,627401,"TAMIL NADU"
17201,VIRUDHUNAGAR,626110,"TAMIL NADU"
17202,MALDAH,732101,"WEST BENGAL"
17203,"WARANGAL URBAN",506009,TELANGANA
17204,JODHPUR,342007,RAJASTHAN
17205,DARRANG,784125,ASSAM
17206,VIRUDHUNAGAR,626116,"TAMIL NADU"
17207,VIRUDHUNAGAR,626123,"TAMIL NADU"
17208,KHEDA,387003,GUJARAT
17209,"Shahid Bhagat Singh Nagar",144415,PUNJAB
17210,MUZAFFARPUR,842006,BIHAR
17211,MUZAFFARPUR,843130,BIHAR
17212,"24 PARAGANAS NORTH",700089,"WEST BENGAL"
17213,"24 PARAGANAS NORTH",700064,"WEST BENGAL"
17214,PONDICHERRY,605001,PUDUCHERRY
17215,TIRUPPUR,641601,"TAMIL NADU"
17216,KANCHIPURAM,631501,"TAMIL NADU"
17217,KOLKATA,700033,"WEST BENGAL"
17218,MANCHERIAL,504220,TELANGANA
17219,BAREILLY,243501,"UTTAR PRADESH"
17220,KOLKATA,700046,"WEST BENGAL"
17221,KORAPUT,764006,ODISHA
17222,KORAPUT,763004,ODISHA
17223,KORAPUT,763001,ODISHA
17224,SOLAPUR,413411,MAHARASHTRA
17225,PEDDAPALLI,505211,TELANGANA
17226,NAVSARI,396403,GUJARAT
17227,NAVSARI,396424,GUJARAT
17228,DUMKA,814167,JHARKHAND
17229,SURAT,394516,GUJARAT
17230,SURAT,395017,GUJARAT
17231,SURAT,394270,GUJARAT
17232,SURAT,394515,GUJARAT
17233,SURAT,394518,GUJARAT
17234,BHARUCH,392135,GUJARAT
17235,TIRUCHIRAPPALLI,621601,"TAMIL NADU"
17236,"S.A.S Nagar",160059,PUNJAB
17237,"S.A.S Nagar",160062,PUNJAB
17238,NAGAPATTINAM,611001,"TAMIL NADU"
17239,UDUPI,576114,KARNATAKA
17240,KOLKATA,700016,"WEST BENGAL"
17241,KOLKATA,700069,"WEST BENGAL"
17242,KOLKATA,700071,"WEST BENGAL"
17243,KOLKATA,700021,"WEST BENGAL"
17244,KOLKATA,700072,"WEST BENGAL"
17245,"BENGALURU URBAN",560093,KARNATAKA
17246,"BENGALURU URBAN",560016,KARNATAKA
17247,"BENGALURU URBAN",560017,KARNATAKA
17248,"BENGALURU URBAN",560115,KARNATAKA
17249,"BENGALURU URBAN",560300,KARNATAKA
17250,"BENGALURU URBAN",560005,KARNATAKA
17251,RAIPUR,492002,CHHATTISGARH
17252,RAIPUR,492003,CHHATTISGARH
17253,RAIPUR,492016,CHHATTISGARH
17254,RAIPUR,492017,CHHATTISGARH
17255,"KUSHI NAGAR",900056,"UTTAR PRADESH"
17256,SURAT,394327,GUJARAT
17257,TAPI,394660,GUJARAT
17258,KOTTAYAM,686022,KERALA
17259,KOTTAYAM,686002,KERALA
17260,HOOGHLY,712306,"WEST BENGAL"
17261,JAIPUR,302005,RAJASTHAN
17262,JAIPUR,302018,RAJASTHAN
17263,JAIPUR,302015,RAJASTHAN
17264,JAIPUR,302017,RAJASTHAN
17265,JAIPUR,302033,RAJASTHAN
17266,"MEDINIPUR EAST",721172,"WEST BENGAL"
17267,CHAMOLI,246474,UTTARAKHAND
17268,CHAMOLI,246481,UTTARAKHAND
17269,"RUDRA PRAYAG",246171,UTTARAKHAND
17270,TENKASI,627756,"TAMIL NADU"
17271,KOREA,497553,CHHATTISGARH
17272,MADURAI,625002,"TAMIL NADU"
17273,KABIRDHAM,491996,CHHATTISGARH
17274,KOREA,497451,CHHATTISGARH
17275,KOREA,497557,CHHATTISGARH
17276,HOOGHLY,712702,"WEST BENGAL"
17277,HOOGHLY,712245,"WEST BENGAL"
17278,HOOGHLY,712246,"WEST BENGAL"
17279,JAIPUR,302042,RAJASTHAN
17280,ANAND,388355,GUJARAT
17281,GIRIDIH,825329,JHARKHAND
17282,"WEST SINGHBHUM",833212,JHARKHAND
17283,"EAST SINGHBUM",831005,JHARKHAND
17284,THRISSUR,680691,KERALA
17285,BHILWARA,311001,RAJASTHAN
17286,"MEDINIPUR EAST",721637,"WEST BENGAL"
17287,DEHRADUN,248171,UTTARAKHAND
17288,DEHRADUN,248012,UTTARAKHAND
17289,KOLKATA,700086,"WEST BENGAL"
17290,KOLKATA,700025,"WEST BENGAL"
17291,KOLKATA,700042,"WEST BENGAL"
17292,KOLKATA,700107,"WEST BENGAL"
17293,KOLKATA,700019,"WEST BENGAL"
17294,KOLKATA,700082,"WEST BENGAL"
17295,KOLKATA,700020,"WEST BENGAL"
17296,KOLKATA,700031,"WEST BENGAL"
17297,KOLKATA,700026,"WEST BENGAL"
17298,KOLKATA,700047,"WEST BENGAL"
17299,KOLKATA,700040,"WEST BENGAL"
17300,KOLKATA,700094,"WEST BENGAL"
17301,KOLKATA,700078,"WEST BENGAL"
17302,KOLKATA,700022,"WEST BENGAL"
17303,KOLKATA,700032,"WEST BENGAL"
17304,KOLKATA,700045,"WEST BENGAL"
17305,KOLKATA,700092,"WEST BENGAL"
17306,KOLKATA,700061,"WEST BENGAL"
17307,DARJEELING,734101,"WEST BENGAL"
17308,ANAND,388470,GUJARAT
17309,KALAHANDI,766003,ODISHA
17310,ANAND,388465,GUJARAT
17311,NADIA,741250,"WEST BENGAL"
17312,"24 PARAGANAS SOUTH",700144,"WEST BENGAL"
17313,"PASCHIM BARDHAMAN",713201,"WEST BENGAL"
17314,PALAKKAD,678013,KERALA
17315,PALAKKAD,678533,KERALA
17316,PALAKKAD,678014,KERALA
17317,ALAPPUZHA,690532,KERALA
17318,ALAPPUZHA,690511,KERALA
17319,ALAPPUZHA,690530,KERALA
17320,ALAPPUZHA,689623,KERALA
17321,ALAPPUZHA,690510,KERALA
17322,"MEDINIPUR WEST",721122,"WEST BENGAL"
17323,"MEDINIPUR WEST",721211,"WEST BENGAL"
17324,"MEDINIPUR WEST",721126,"WEST BENGAL"
17325,"MEDINIPUR WEST",721212,"WEST BENGAL"
17326,"MEDINIPUR WEST",721161,"WEST BENGAL"
17327,"NORTH AND MIDDLE ANDAMAN",744209,"ANDAMAN AND NICOBAR ISLANDS"
17328,MURSHIDABAD,742101,"WEST BENGAL"
17329,MURSHIDABAD,742160,"WEST BENGAL"
17330,MAHESANA,384003,GUJARAT
17331,DINDIGUL,624001,"TAMIL NADU"
17332,DINDIGUL,624601,"TAMIL NADU"
17333,THANJAVUR,614601,"TAMIL NADU"
17334,"RUDRA PRAYAG",246469,UTTARAKHAND
17335,PERAMBALUR,621102,"TAMIL NADU"
17336,HOOGHLY,712301,"WEST BENGAL"
17337,HOOGHLY,712134,"WEST BENGAL"
17338,ERNAKULAM,683573,KERALA
17339,ERNAKULAM,683502,KERALA
17340,ERNAKULAM,683512,KERALA
17341,ERNAKULAM,683571,KERALA
17342,KOREA,497448,CHHATTISGARH
17343,BAGALKOTE,587156,KARNATAKA
17344,KARUR,639001,"TAMIL NADU"
17345,AZAMGARH,276001,"UTTAR PRADESH"
17346,CHANDIGARH,160004,CHANDIGARH
17347,"PURBA BARDHAMAN",713130,"WEST BENGAL"
17348,ERNAKULAM,683111,KERALA
17349,HOOGHLY,712513,"WEST BENGAL"
17350,ALAPPUZHA,688012,KERALA
17351,VARANASI,221003,"UTTAR PRADESH"
17352,NAMAKKAL,637001,"TAMIL NADU"
17353,VARANASI,221001,"UTTAR PRADESH"
17354,VARANASI,221002,"UTTAR PRADESH"
17355,"EAST SINGHBUM",831021,JHARKHAND
17356,"EAST SINGHBUM",832113,JHARKHAND
17357,PALAMU,822117,JHARKHAND
17358,"SARAIKELA KHARSAWAN",831014,JHARKHAND
17359,TUTICORIN,628219,"TAMIL NADU"
17360,THANJAVUR,613010,"TAMIL NADU"
17361,PEDDAPALLI,505215,TELANGANA
17362,THANJAVUR,614201,"TAMIL NADU"
17363,ALAPPUZHA,688014,KERALA
17364,ALAPPUZHA,688004,KERALA
17365,ALAPPUZHA,688534,KERALA
17366,ALAPPUZHA,688533,KERALA
17367,ALAPPUZHA,688528,KERALA
17368,ALAPPUZHA,688536,KERALA
17369,BUNDI,323601,RAJASTHAN
17370,DEOGHAR,814115,JHARKHAND
17371,JODHPUR,342005,RAJASTHAN
17372,JODHPUR,342006,RAJASTHAN
17373,JODHPUR,342011,RAJASTHAN
17374,TUTICORIN,628212,"TAMIL NADU"
17375,DURG,490022,CHHATTISGARH
17376,KORAPUT,763003,ODISHA
17377,JALANDHAR,144001,PUNJAB
17378,JALANDHAR,144007,PUNJAB
17379,JALANDHAR,144005,PUNJAB
17380,TIRUCHIRAPPALLI,621010,"TAMIL NADU"
17381,THIRUVARUR,614713,"TAMIL NADU"
17382,NADIA,741246,"WEST BENGAL"
17383,PURULIA,723101,"WEST BENGAL"
17384,KAPURTHALA,144601,PUNJAB
17385,KAPURTHALA,144401,PUNJAB
17386,DEOGHAR,814116,JHARKHAND
17387,SAHEBGANJ,816115,JHARKHAND
17388,SOLAPUR,413007,MAHARASHTRA
17389,ANANTAPUR,515003,"ANDHRA PRADESH"
17390,RAMGARH,829129,JHARKHAND
17391,RAMGARH,829131,JHARKHAND
17392,HOWRAH,711201,"WEST BENGAL"
17393,THANE,400701,MAHARASHTRA
17394,THANE,400710,MAHARASHTRA
17395,THANE,400703,MAHARASHTRA
17396,PEDDAPALLI,505214,TELANGANA
17397,PEDDAPALLI,505210,TELANGANA
17398,RANCHI,834013,JHARKHAND
17399,AURANGABAD,431006,MAHARASHTRA
17400,BOKARO,829149,JHARKHAND
17401,PURULIA,723142,"WEST BENGAL"
17402,KANCHIPURAM,602117,"TAMIL NADU"
17403,TIRUPPUR,642128,"TAMIL NADU"
17404,Ranipet,631001,"TAMIL NADU"
17405,PRAYAGRAJ,211002,"UTTAR PRADESH"
17406,"PURBA BARDHAMAN",713101,"WEST BENGAL"
17407,JAUNPUR,222001,"UTTAR PRADESH"
17408,CHENNAI,600113,"TAMIL NADU"
17409,CHENNAI,600009,"TAMIL NADU"
17410,CHENNAI,600104,"TAMIL NADU"
17411,KANCHIPURAM,600089,"TAMIL NADU"
17412,CHENGALPATTU,603211,"TAMIL NADU"
17413,"RUDRA PRAYAG",246471,UTTARAKHAND
17414,CHAMOLI,246483,UTTARAKHAND
17415,THANE,421501,MAHARASHTRA
17416,THANE,421002,MAHARASHTRA
17417,THANE,421203,MAHARASHTRA
17418,THANE,421004,MAHARASHTRA
17419,HOSHIARPUR,144205,PUNJAB
17420,MATHURA,281001,"UTTAR PRADESH"
17421,ERODE,638001,"TAMIL NADU"
17422,PRATAPGARH,230001,"UTTAR PRADESH"
17423,"24 PARAGANAS NORTH",700106,"WEST BENGAL"
17424,KALIMPONG,734314,"WEST BENGAL"
17425,JODHPUR,342026,RAJASTHAN
17426,CHAMOLI,246482,UTTARAKHAND
17427,DEHRADUN,248124,UTTARAKHAND
17428,DEHRADUN,248123,UTTARAKHAND
17429,SANGAREDDY,502325,TELANGANA
17430,SANGAREDDY,502205,TELANGANA
17431,CHENGALPATTU,603127,"TAMIL NADU"
17432,CHENNAI,600087,"TAMIL NADU"
17433,CHENNAI,600092,"TAMIL NADU"
17434,CHENNAI,600040,"TAMIL NADU"
17435,CHENNAI,600084,"TAMIL NADU"
17436,CHENNAI,600038,"TAMIL NADU"
17437,CHENNAI,600107,"TAMIL NADU"
17438,CHENNAI,600025,"TAMIL NADU"
17439,DEHRADUN,248125,UTTARAKHAND
17440,DEHRADUN,248142,UTTARAKHAND
17441,DEHRADUN,248159,UTTARAKHAND
17442,DEHRADUN,248158,UTTARAKHAND
17443,DEHRADUN,248165,UTTARAKHAND
17444,DEHRADUN,248179,UTTARAKHAND
17445,DEHRADUN,248007,UTTARAKHAND
17446,DEHRADUN,248197,UTTARAKHAND
17447,DEHRADUN,248196,UTTARAKHAND
17448,"TEHRI GARHWAL",249145,UTTARAKHAND
17449,"UTTAR KASHI",249196,UTTARAKHAND
17450,"UTTAR KASHI",249151,UTTARAKHAND
17451,"TEHRI GARHWAL",249146,UTTARAKHAND
17452,"UTTAR KASHI",249152,UTTARAKHAND
17453,"TEHRI GARHWAL",249155,UTTARAKHAND
17454,"TEHRI GARHWAL",249122,UTTARAKHAND
17455,"TEHRI GARHWAL",249123,UTTARAKHAND
17456,"TEHRI GARHWAL",249161,UTTARAKHAND
17457,"TEHRI GARHWAL",249165,UTTARAKHAND
17458,"UTTAR KASHI",249194,UTTARAKHAND
17459,"UTTAR KASHI",249128,UTTARAKHAND
17460,"TEHRI GARHWAL",249175,UTTARAKHAND
17461,JODHPUR,342012,RAJASTHAN
17462,SIVAGANGA,630005,"TAMIL NADU"
17463,RAMGARH,829108,JHARKHAND
17464,RAMGARH,829135,JHARKHAND
17465,THRISSUR,680122,KERALA
17466,THRISSUR,680670,KERALA
17467,THRISSUR,680712,KERALA
17468,THRISSUR,680661,KERALA
17469,THRISSUR,680665,KERALA
17470,THRISSUR,680565,KERALA
17471,MUMBAI,400011,MAHARASHTRA
17472,MUMBAI,400006,MAHARASHTRA
17473,MUMBAI,400020,MAHARASHTRA
17474,MUMBAI,400005,MAHARASHTRA
17475,KOTA,324001,RAJASTHAN
17476,THRISSUR,679564,KERALA
17477,SIVAGANGA,630003,"TAMIL NADU"
17478,"UTTARA KANNADA",581303,KARNATAKA
17479,"UTTARA KANNADA",581304,KARNATAKA
17480,TUTICORIN,628005,"TAMIL NADU"
17481,TUTICORIN,628302,"TAMIL NADU"
17482,JODHPUR,342008,RAJASTHAN
17483,COOCHBEHAR,736157,"WEST BENGAL"
17484,COOCHBEHAR,736165,"WEST BENGAL"
17485,COOCHBEHAR,736167,"WEST BENGAL"
17486,COOCHBEHAR,736158,"WEST BENGAL"
17487,KOTTAYAM,686653,KERALA
17488,ALAPPUZHA,690559,KERALA
17489,RANCHI,834008,JHARKHAND
17490,COOCHBEHAR,736160,"WEST BENGAL"
17491,COOCHBEHAR,736159,"WEST BENGAL"
17492,THANJAVUR,614207,"TAMIL NADU"
17493,"S.A.S Nagar",140604,PUNJAB
17494,HOOGHLY,712502,"WEST BENGAL"
17495,MALKANGIRI,764048,ODISHA
17496,SOLAPUR,413003,MAHARASHTRA
17497,NAGPUR,440024,MAHARASHTRA
17498,VIRUDHUNAGAR,626105,"TAMIL NADU"
17499,MUMBAI,400007,MAHARASHTRA
17500,MUMBAI,400034,MAHARASHTRA
17501,UDUPI,574112,KARNATAKA
17502,RANCHI,834007,JHARKHAND
17503,MUZAFFARPUR,842005,BIHAR
17504,SONIPAT,131030,HARYANA
17505,NAGPUR,440017,MAHARASHTRA
17506,NAGPUR,440010,MAHARASHTRA
17507,NAGPUR,440037,MAHARASHTRA
17508,NAGPUR,440012,MAHARASHTRA
17509,NAGPUR,440036,MAHARASHTRA
17510,NAGPUR,440022,MAHARASHTRA
17511,NAGPUR,440005,MAHARASHTRA
17512,NAGPUR,440015,MAHARASHTRA
17513,NAGPUR,440020,MAHARASHTRA
17514,NAGPUR,440007,MAHARASHTRA
17515,KANNIYAKUMARI,629810,"TAMIL NADU"
17516,NAGPUR,440003,MAHARASHTRA
17517,HOSHIARPUR,146001,PUNJAB
17518,KANNIYAKUMARI,629156,"TAMIL NADU"
17519,ALAPPUZHA,689512,KERALA
17520,ALAPPUZHA,689627,KERALA
17521,"MEDINIPUR WEST",721129,"WEST BENGAL"
17522,THRISSUR,680521,KERALA
17523,KOLKATA,700013,"WEST BENGAL"
17524,JAMMU,181152,"JAMMU AND KASHMIR"
17525,"BENGALURU URBAN",560007,KARNATAKA
17526,"BENGALURU URBAN",560103,KARNATAKA
17527,"BENGALURU URBAN",560036,KARNATAKA
17528,"BENGALURU URBAN",560038,KARNATAKA
17529,JAIPUR,302037,RAJASTHAN
17530,JAIPUR,302034,RAJASTHAN
17531,JAIPUR,302038,RAJASTHAN
17532,JAIPUR,302045,RAJASTHAN
17533,JAIPUR,302046,RAJASTHAN
17534,"MEDINIPUR WEST",721128,"WEST BENGAL"
17535,"MEDINIPUR WEST",721302,"WEST BENGAL"
17536,ERNAKULAM,683587,KERALA
17537,ERNAKULAM,683589,KERALA
17538,ALAPPUZHA,688008,KERALA
17539,ALAPPUZHA,688555,KERALA
17540,KOLKATA,700095,"WEST BENGAL"
17541,KOLKATA,700099,"WEST BENGAL"
17542,HAVERI,581212,KARNATAKA
17543,CHENNAI,600015,"TAMIL NADU"
17544,CHENNAI,600085,"TAMIL NADU"
17545,SANGAREDDY,502324,TELANGANA
17546,KOLKATA,700075,"WEST BENGAL"
17547,THIRUVALLUR,602003,"TAMIL NADU"
17548,PURNIA,854305,BIHAR
17549,PURNIA,854302,BIHAR
17550,"MEDINIPUR WEST",721132,"WEST BENGAL"
17551,JAIPUR,302043,RAJASTHAN
17552,JAIPUR,302040,RAJASTHAN
17553,"WEST GODAVARI",534350,"ANDHRA PRADESH"
17554,BHAGALPUR,812003,BIHAR
17555,Ranipet,631006,"TAMIL NADU"
17556,RANCHI,834014,JHARKHAND
17557,RANCHI,834005,JHARKHAND
17558,NAGPUR,440018,MAHARASHTRA
17559,NAGPUR,440032,MAHARASHTRA
17560,NAGPUR,440013,MAHARASHTRA
17561,NAGPUR,440025,MAHARASHTRA
17562,NAGPUR,440030,MAHARASHTRA
17563,SOLAN,173230,"HIMACHAL PRADESH"
17564,SURAT,395023,GUJARAT
17565,CHITTORGARH,312001,RAJASTHAN
17566,COOCHBEHAR,736101,"WEST BENGAL"
17567,RANCHI,835215,JHARKHAND
17568,RANCHI,834011,JHARKHAND
17569,BHARUCH,392215,GUJARAT
17570,ALAPPUZHA,689521,KERALA
17571,CHENGALPATTU,600129,"TAMIL NADU"
17572,CHENGALPATTU,600075,"TAMIL NADU"
17573,CHENGALPATTU,600074,"TAMIL NADU"
17574,VIRUDHUNAGAR,626108,"TAMIL NADU"
17575,VIRUDHUNAGAR,626133,"TAMIL NADU"
17576,RAIGAD,410204,MAHARASHTRA
17577,RAIGAD,410102,MAHARASHTRA
17578,NASHIK,422221,MAHARASHTRA
17579,THANE,421308,MAHARASHTRA
17580,THANE,400605,MAHARASHTRA
17581,THANE,400602,MAHARASHTRA
17582,THANE,400615,MAHARASHTRA
17583,KALABURAGI,585229,KARNATAKA
17584,MYSURU,570002,KARNATAKA
17585,MYSURU,570004,KARNATAKA
17586,KALABURAGI,585106,KARNATAKA
17587,KALABURAGI,585107,KARNATAKA
17588,KALABURAGI,585367,KARNATAKA
17589,MYSURU,570025,KARNATAKA
17590,MYSURU,570031,KARNATAKA
17591,"DAKSHINA KANNADA",575016,KARNATAKA
17592,PALGHAR,401302,MAHARASHTRA
17593,AJMER,305001,RAJASTHAN
17594,ALAPPUZHA,688013,KERALA
17595,JAIPUR,303122,RAJASTHAN
17596,JAIPUR,303123,RAJASTHAN
17597,JALANDHAR,144006,PUNJAB
17598,"DAKSHINA KANNADA",575006,KARNATAKA
17599,"DAKSHINA KANNADA",575003,KARNATAKA
17600,NAGPUR,440021,MAHARASHTRA
17601,NAGPUR,440016,MAHARASHTRA
17602,PUNE,411037,MAHARASHTRA
17603,PUNE,411028,MAHARASHTRA
17604,KANGRA,176218,"HIMACHAL PRADESH"
17605,"BENGALURU URBAN",560047,KARNATAKA
17606,"BENGALURU URBAN",560066,KARNATAKA
17607,"BENGALURU URBAN",560024,KARNATAKA
17608,"BENGALURU URBAN",560046,KARNATAKA
17609,"BENGALURU URBAN",560063,KARNATAKA
17610,"BENGALURU URBAN",560065,KARNATAKA
17611,"BENGALURU URBAN",560006,KARNATAKA
17612,"BENGALURU URBAN",560043,KARNATAKA
17613,"BENGALURU URBAN",560025,KARNATAKA
17614,HOSHANGABAD,461122,"MADHYA PRADESH"
17615,HOSHANGABAD,461881,"MADHYA PRADESH"
17616,RAIGAD,415213,MAHARASHTRA
17617,THANE,400705,MAHARASHTRA
17618,THANE,400709,MAHARASHTRA
17619,THANJAVUR,613503,"TAMIL NADU"
17620,HOWRAH,711108,"WEST BENGAL"
17621,HOWRAH,711115,"WEST BENGAL"
17622,DARJEELING,734001,"WEST BENGAL"
17623,HOWRAH,711101,"WEST BENGAL"
17624,"SOUTH ANDAMANS",744101,"ANDAMAN AND NICOBAR ISLANDS"
17625,"WEST SINGHBHUM",833213,JHARKHAND
17626,"WEST SINGHBHUM",833223,JHARKHAND
17627,"EAST SINGHBUM",831009,JHARKHAND
17628,"EAST SINGHBUM",831007,JHARKHAND
17629,"EAST SINGHBUM",832111,JHARKHAND
17630,THANE,421005,MAHARASHTRA
17631,THANE,400603,MAHARASHTRA
17632,THANE,421101,MAHARASHTRA
17633,JAIPUR,303121,RAJASTHAN
17634,PALAKKAD,678010,KERALA
17635,NADIA,741235,"WEST BENGAL"
17636,"24 PARAGANAS SOUTH",743331,"WEST BENGAL"
17637,Alipurduar,735227,"WEST BENGAL"
17638,Alipurduar,736208,"WEST BENGAL"
17639,Alipurduar,736206,"WEST BENGAL"
17640,PALAKKAD,678512,KERALA
17641,"PASCHIM BARDHAMAN",713347,"WEST BENGAL"
17642,KOLAR,563115,KARNATAKA
17643,KOLAR,563117,KARNATAKA
17644,THANE,421305,MAHARASHTRA
17645,THANE,421502,MAHARASHTRA
17646,THANE,400610,MAHARASHTRA
17647,NASHIK,422206,MAHARASHTRA
17648,NASHIK,422008,MAHARASHTRA
17649,NASHIK,422301,MAHARASHTRA
17650,NASHIK,422501,MAHARASHTRA
17651,KORAPUT,764004,ODISHA
17652,DIU,362540,"THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU"
17653,RAMGARH,829125,JHARKHAND
17654,RAMGARH,829126,JHARKHAND
17655,ANAND,388410,GUJARAT
17656,ANAND,388421,GUJARAT
17657,KURNOOL,518102,"ANDHRA PRADESH"
17658,KURNOOL,518101,"ANDHRA PRADESH"
17659,HOOGHLY,712135,"WEST BENGAL"
17660,PUNE,412112,MAHARASHTRA
17661,PUNE,410508,MAHARASHTRA
17662,PUNE,410403,MAHARASHTRA
17663,HOOGHLY,712105,"WEST BENGAL"
17664,"PASCHIM BARDHAMAN",713301,"WEST BENGAL"
17665,INDORE,452006,"MADHYA PRADESH"
17666,INDORE,452005,"MADHYA PRADESH"
17667,INDORE,452002,"MADHYA PRADESH"
17668,INDORE,452011,"MADHYA PRADESH"
17669,INDORE,452010,"MADHYA PRADESH"
17670,KHEDA,387325,GUJARAT
17671,KOLAR,563160,KARNATAKA
17672,BHOPAL,462066,"MADHYA PRADESH"
17673,JAIPUR,302044,RAJASTHAN
17674,KOTTAYAM,686609,KERALA
17675,KOTTAYAM,686616,KERALA
17676,PATHANAMTHITTA,689515,KERALA
17677,KOTTAYAM,686122,KERALA
17678,"DAKSHINA KANNADA",575002,KARNATAKA
17679,"DAKSHINA KANNADA",575025,KARNATAKA
17680,"BENGALURU URBAN",560071,KARNATAKA
17681,KANNIYAKUMARI,629155,"TAMIL NADU"
17682,ERNAKULAM,682302,KERALA
17683,ERNAKULAM,683514,KERALA
17684,ERNAKULAM,683112,KERALA
17685,ERNAKULAM,683563,KERALA
17686,KOLKATA,700027,"WEST BENGAL"
17687,"PURBA BARDHAMAN",713154,"WEST BENGAL"
17688,WARDHA,442003,MAHARASHTRA
17689,WARDHA,442111,MAHARASHTRA
17690,WARDHA,442105,MAHARASHTRA
17691,SURAT,394221,GUJARAT
17692,SOLAN,173222,"HIMACHAL PRADESH"
17693,"BENGALURU URBAN",560075,KARNATAKA
17694,"BENGALURU URBAN",560094,KARNATAKA
17695,"BENGALURU URBAN",560045,KARNATAKA
17696,"BENGALURU URBAN",560084,KARNATAKA
17697,"BENGALURU URBAN",560033,KARNATAKA
17698,SOLAPUR,413118,MAHARASHTRA
17699,UNA,174317,"HIMACHAL PRADESH"
17700,UNA,177202,"HIMACHAL PRADESH"
17701,NAGPUR,440014,MAHARASHTRA
17702,NAGPUR,440035,MAHARASHTRA
17703,NAGPUR,440034,MAHARASHTRA
17704,NAGPUR,440027,MAHARASHTRA
17705,NAGPUR,440026,MAHARASHTRA
17706,NAGPUR,440019,MAHARASHTRA
17707,NAGPUR,440006,MAHARASHTRA
17708,CHENNAI,600007,"TAMIL NADU"
17709,SOLAPUR,413303,MAHARASHTRA
17710,NAGPUR,440033,MAHARASHTRA
17711,CHENNAI,600090,"TAMIL NADU"
17712,CHENNAI,600119,"TAMIL NADU"
17713,"SPSR NELLORE",524005,"ANDHRA PRADESH"
17714,NAGPUR,441109,MAHARASHTRA
17715,NAGPUR,441123,MAHARASHTRA
17716,WARDHA,442107,MAHARASHTRA
17717,SOLAN,173202,"HIMACHAL PRADESH"
17718,SOLAN,173236,"HIMACHAL PRADESH"
17719,PUNE,411043,MAHARASHTRA
17720,PUNE,411016,MAHARASHTRA
17721,PUNE,411024,MAHARASHTRA
17722,PUNE,411030,MAHARASHTRA
17723,RAIGAD,410209,MAHARASHTRA
17724,RAIGAD,410210,MAHARASHTRA
17725,RAIGAD,410222,MAHARASHTRA
17726,BOKARO,827006,JHARKHAND
17727,DHANBAD,826005,JHARKHAND
17728,PUNE,411039,MAHARASHTRA
17729,PUNE,411019,MAHARASHTRA
17730,PUNE,411012,MAHARASHTRA
17731,PUNE,411013,MAHARASHTRA
17732,"DAKSHINA KANNADA",574267,KARNATAKA
17733,"DAKSHINA KANNADA",575020,KARNATAKA
17734,CHAMBA,176304,"HIMACHAL PRADESH"
17735,AHMEDNAGAR,414110,MAHARASHTRA
17736,CHAMBA,176305,"HIMACHAL PRADESH"
17737,YADGIR,585219,KARNATAKA
17738,INDORE,453552,"MADHYA PRADESH"
17739,Budgam,190014,"JAMMU AND KASHMIR"
17740,UDAIPUR,313004,RAJASTHAN
17741,KOTTAYAM,686630,KERALA
17742,KOTTAYAM,686010,KERALA
17743,KANNIYAKUMARI,629179,"TAMIL NADU"
17744,UDUPI,576228,KARNATAKA
17745,Ranipet,632403,"TAMIL NADU"
17746,CHAMBA,176317,"HIMACHAL PRADESH"
17747,"EAST DISTRICT",737101,SIKKIM
17748,KATIHAR,854109,BIHAR
17749,"EAST SINGHBUM",831019,JHARKHAND
17750,"SARAIKELA KHARSAWAN",832109,JHARKHAND
